movement_id,product_id,warehouse_id,jenis_mutasi,kuantitas_perubahan,recorded_timestamp,operator_id
MOV-001235,PROD-2144,WH-MEDAN-03,INBOUND,209,2026-06-29 10:28:35,OP-917
MOV-001236,PROD-0865,WH-BANDUNG-04,INBOUND,220,2026-06-19 05:56:43,OP-912
MOV-001237,PROD-1801,WH-BANDUNG-04,INBOUND,145,2026-06-11 15:39:26,OP-890
MOV-001238,PROD-0207,WH-JAKARTA-01,OUTBOUND,52,2026-06-20 03:49:57,OP-388
MOV-001239,PROD-1810,WH-BANDUNG-04,INBOUND,113,2026-06-13 08:07:43,OP-354
MOV-001240,PROD-0850,WH-JAKARTA-01,OUTBOUND,93,2026-06-10 10:19:45,OP-638
MOV-001241,PROD-0246,WH-BANDUNG-04,INBOUND,48,2026-06-07 04:07:52,OP-325
MOV-001242,PROD-1735,WH-SURABAYA-02,INBOUND,243,2026-06-10 08:52:42,OP-890
MOV-001243,PROD-1998,WH-JAKARTA-01,OUTBOUND,97,2026-06-29 10:49:30,OP-787
MOV-001244,PROD-2131,WH-BANDUNG-04,INBOUND,212,2026-06-22 17:15:07,OP-160
MOV-001245,PROD-0317,WH-MEDAN-03,INBOUND,68,2026-06-05 12:57:18,OP-128
MOV-001246,PROD-2418,WH-MEDAN-03,OUTBOUND,44,2026-06-17 17:59:08,OP-130
MOV-001247,PROD-1720,WH-MEDAN-03,RETUR_STOCK,138,2026-06-14 02:03:32,OP-694
MOV-001248,PROD-2228,WH-BANDUNG-04,INBOUND,124,2026-06-10 23:32:38,OP-181
MOV-001249,PROD-1807,WH-BANDUNG-04,OUTBOUND,76,2026-06-04 09:05:22,OP-398
MOV-001250,PROD-0600,WH-BANDUNG-04,INBOUND,102,2026-06-08 06:56:56,OP-328
MOV-001251,PROD-1107,WH-SURABAYA-02,OUTBOUND,214,2026-06-16 21:38:32,OP-420
MOV-001252,PROD-1556,WH-BANDUNG-04,ADJUSTMENT_DEFECT,175,2026-06-27 09:26:47,OP-261
MOV-001253,PROD-0841,WH-SURABAYA-02,ADJUSTMENT_DEFECT,36,2026-06-26 18:09:31,OP-729
MOV-001254,PROD-0348,WH-BANDUNG-04,INBOUND,181,2026-06-07 09:57:48,OP-414
MOV-001255,PROD-1296,WH-SURABAYA-02,INBOUND,78,2026-06-25 10:26:57,OP-733
MOV-001256,PROD-0331,WH-BANDUNG-04,INBOUND,230,2026-06-22 08:39:27,OP-331
MOV-001257,PROD-0610,WH-BANDUNG-04,INBOUND,219,2026-06-08 12:13:22,OP-118
MOV-001258,PROD-1945,WH-MEDAN-03,OUTBOUND,127,2026-06-26 03:05:21,OP-603
MOV-001259,PROD-0744,WH-JAKARTA-01,INBOUND,151,2026-06-26 21:21:20,OP-808
MOV-001260,PROD-0569,WH-BANDUNG-04,OUTBOUND,88,2026-06-13 15:16:26,OP-831
MOV-001261,PROD-1685,WH-BANDUNG-04,ADJUSTMENT_DEFECT,56,2026-06-09 07:15:48,OP-384
MOV-001262,PROD-2437,WH-MEDAN-03,INBOUND,184,2026-06-06 20:21:16,OP-208
MOV-001263,PROD-0971,WH-BANDUNG-04,OUTBOUND,38,2026-06-20 10:22:55,OP-548
MOV-001264,PROD-0747,WH-MEDAN-03,INBOUND,191,2026-06-28 12:25:58,OP-681
MOV-001265,PROD-2185,WH-MEDAN-03,INBOUND,234,2026-06-29 01:26:23,OP-679
MOV-001266,PROD-1765,WH-MEDAN-03,INBOUND,85,2026-06-21 03:46:25,OP-759
MOV-001267,PROD-1385,WH-SURABAYA-02,INBOUND,112,2026-06-06 04:10:04,OP-522
MOV-001268,PROD-2330,WH-MEDAN-03,INBOUND,130,2026-06-01 14:21:26,OP-421
MOV-001269,PROD-1226,WH-MEDAN-03,OUTBOUND,9,2026-06-27 06:51:29,OP-377
MOV-001270,PROD-1019,WH-SURABAYA-02,OUTBOUND,198,2026-06-05 23:23:13,OP-523
MOV-001271,PROD-0016,WH-MEDAN-03,INBOUND,45,2026-06-10 23:05:31,OP-872
MOV-001272,PROD-0568,WH-SURABAYA-02,OUTBOUND,38,2026-06-09 14:21:25,OP-496
MOV-001273,PROD-2025,WH-BANDUNG-04,OUTBOUND,186,2026-06-03 13:18:45,OP-256
MOV-001274,PROD-1614,WH-BANDUNG-04,OUTBOUND,24,2026-06-15 09:32:55,OP-624
MOV-001275,PROD-2078,WH-MEDAN-03,INBOUND,242,2026-06-23 20:08:07,OP-734
MOV-001276,PROD-1543,WH-JAKARTA-01,INBOUND,186,2026-06-25 20:03:09,OP-608
MOV-001277,PROD-1932,WH-SURABAYA-02,OUTBOUND,243,2026-06-24 03:19:14,OP-809
MOV-001278,PROD-2070,WH-BANDUNG-04,OUTBOUND,70,2026-06-15 03:15:12,OP-299
MOV-001279,PROD-1455,WH-BANDUNG-04,INBOUND,96,2026-06-03 12:24:44,OP-467
MOV-001280,PROD-1703,WH-BANDUNG-04,OUTBOUND,150,2026-06-12 17:52:09,OP-202
MOV-001281,PROD-1434,WH-BANDUNG-04,INBOUND,48,2026-06-04 04:12:09,OP-634
MOV-001282,PROD-0325,WH-BANDUNG-04,OUTBOUND,107,2026-06-07 01:24:27,OP-720
MOV-001283,PROD-1322,WH-MEDAN-03,INBOUND,52,2026-06-11 08:05:38,OP-917
MOV-001284,PROD-2229,WH-JAKARTA-01,OUTBOUND,247,2026-06-11 20:39:42,OP-486
MOV-001285,PROD-0122,WH-MEDAN-03,OUTBOUND,39,2026-06-10 03:24:52,OP-260
MOV-001286,PROD-2172,WH-SURABAYA-02,INBOUND,211,2026-06-01 02:07:56,OP-248
MOV-001287,PROD-1477,WH-JAKARTA-01,INBOUND,115,2026-06-25 16:54:24,OP-444
MOV-001288,PROD-0266,WH-BANDUNG-04,RETUR_STOCK,43,2026-06-14 16:33:16,OP-258
MOV-001289,PROD-0028,WH-BANDUNG-04,OUTBOUND,236,2026-06-03 06:50:35,OP-563
MOV-001290,PROD-1283,WH-BANDUNG-04,OUTBOUND,235,2026-06-24 06:06:25,OP-896
MOV-001291,PROD-2125,WH-MEDAN-03,OUTBOUND,7,2026-06-07 18:35:33,OP-435
MOV-001292,PROD-0432,WH-JAKARTA-01,OUTBOUND,23,2026-06-04 13:27:41,OP-747
MOV-001293,PROD-0879,WH-MEDAN-03,INBOUND,219,2026-06-01 20:37:07,OP-513
MOV-001294,PROD-1059,WH-BANDUNG-04,OUTBOUND,215,2026-06-18 04:37:10,OP-157
MOV-001295,PROD-0436,WH-MEDAN-03,INBOUND,129,2026-06-25 04:10:32,OP-104
MOV-001296,PROD-1086,WH-SURABAYA-02,INBOUND,150,2026-06-30 16:03:49,OP-269
MOV-001297,PROD-2100,WH-MEDAN-03,OUTBOUND,226,2026-06-15 13:38:57,OP-230
MOV-001298,PROD-2164,WH-JAKARTA-01,RETUR_STOCK,235,2026-06-25 21:37:54,OP-355
MOV-001299,PROD-2095,WH-JAKARTA-01,INBOUND,87,2026-06-11 06:43:52,OP-138
MOV-001300,PROD-2486,WH-MEDAN-03,INBOUND,9,2026-06-05 10:22:06,OP-232
MOV-001301,PROD-0101,WH-BANDUNG-04,OUTBOUND,59,2026-06-17 17:40:14,OP-329
MOV-001302,PROD-1303,WH-SURABAYA-02,INBOUND,17,2026-06-01 16:50:44,OP-393
MOV-001303,PROD-2155,WH-SURABAYA-02,RETUR_STOCK,166,2026-06-08 12:32:18,OP-139
MOV-001304,PROD-0983,WH-JAKARTA-01,OUTBOUND,220,2026-06-23 06:18:27,OP-481
MOV-001305,PROD-2407,WH-JAKARTA-01,OUTBOUND,22,2026-06-21 12:40:52,OP-491
MOV-001306,PROD-0887,WH-JAKARTA-01,INBOUND,72,2026-06-30 13:03:13,OP-861
MOV-001307,PROD-0800,WH-JAKARTA-01,INBOUND,104,2026-06-03 10:36:10,OP-579
MOV-001308,PROD-1026,WH-MEDAN-03,OUTBOUND,204,2026-06-20 18:28:23,OP-562
MOV-001309,PROD-1516,WH-JAKARTA-01,INBOUND,175,2026-06-28 03:41:18,OP-973
MOV-001310,PROD-1904,WH-BANDUNG-04,OUTBOUND,197,2026-06-05 05:39:53,OP-968
MOV-001311,PROD-1914,WH-MEDAN-03,INBOUND,173,2026-06-18 08:42:45,OP-204
MOV-001312,PROD-1296,WH-BANDUNG-04,INBOUND,42,2026-06-25 03:26:17,OP-288
MOV-001313,PROD-1168,WH-MEDAN-03,OUTBOUND,232,2026-06-01 22:31:57,OP-468
MOV-001314,PROD-0435,WH-SURABAYA-02,OUTBOUND,170,2026-06-27 02:57:27,OP-180
MOV-001315,PROD-1475,WH-SURABAYA-02,INBOUND,145,2026-06-20 01:43:47,OP-775
MOV-001316,PROD-0916,WH-MEDAN-03,OUTBOUND,129,2026-06-24 15:20:38,OP-477
MOV-001317,PROD-2276,WH-MEDAN-03,OUTBOUND,26,2026-06-05 23:26:07,OP-631
MOV-001318,PROD-0545,WH-MEDAN-03,OUTBOUND,33,2026-06-04 07:31:05,OP-677
MOV-001319,PROD-1238,WH-SURABAYA-02,INBOUND,141,2026-06-08 20:11:26,OP-854
MOV-001320,PROD-0648,WH-MEDAN-03,INBOUND,223,2026-06-01 17:06:21,OP-144
MOV-001321,PROD-2296,WH-BANDUNG-04,OUTBOUND,114,2026-06-04 08:04:27,OP-945
MOV-001322,PROD-1432,WH-MEDAN-03,INBOUND,112,2026-06-19 19:05:00,OP-368
MOV-001323,PROD-1077,WH-SURABAYA-02,INBOUND,72,2026-06-29 19:29:18,OP-204
MOV-001324,PROD-1600,WH-MEDAN-03,INBOUND,108,2026-06-21 08:24:20,OP-628
MOV-001325,PROD-2362,WH-SURABAYA-02,INBOUND,149,2026-06-09 08:51:20,OP-971
MOV-001326,PROD-0037,WH-SURABAYA-02,OUTBOUND,169,2026-06-09 10:11:39,OP-744
MOV-001327,PROD-0724,WH-SURABAYA-02,INBOUND,196,2026-06-08 07:00:22,OP-269
MOV-001328,PROD-1548,WH-BANDUNG-04,INBOUND,199,2026-06-22 16:02:06,OP-890
MOV-001329,PROD-0980,WH-BANDUNG-04,OUTBOUND,136,2026-06-25 13:35:39,OP-982
MOV-001330,PROD-0084,WH-JAKARTA-01,OUTBOUND,44,2026-06-13 19:16:29,OP-619
MOV-001331,PROD-1118,WH-JAKARTA-01,INBOUND,148,2026-06-04 13:46:50,OP-112
MOV-001332,PROD-1366,WH-JAKARTA-01,OUTBOUND,143,2026-06-02 23:16:47,OP-444
MOV-001333,PROD-0719,WH-MEDAN-03,INBOUND,223,2026-06-19 13:06:58,OP-171
MOV-001334,PROD-0550,WH-BANDUNG-04,INBOUND,30,2026-06-23 14:53:15,OP-522
MOV-001335,PROD-1372,WH-JAKARTA-01,OUTBOUND,99,2026-06-01 11:42:26,OP-512
MOV-001336,PROD-0587,WH-JAKARTA-01,OUTBOUND,102,2026-06-02 03:47:17,OP-541
MOV-001337,PROD-1865,WH-JAKARTA-01,OUTBOUND,204,2026-06-17 20:06:20,OP-144
MOV-001338,PROD-0152,WH-JAKARTA-01,OUTBOUND,107,2026-06-28 11:55:52,OP-826
MOV-001339,PROD-1062,WH-SURABAYA-02,ADJUSTMENT_DEFECT,197,2026-06-23 14:58:09,OP-655
MOV-001340,PROD-2213,WH-MEDAN-03,RETUR_STOCK,129,2026-06-06 18:13:57,OP-920
MOV-001341,PROD-1568,WH-MEDAN-03,OUTBOUND,6,2026-06-11 12:30:05,OP-217
MOV-001342,PROD-0212,WH-BANDUNG-04,OUTBOUND,95,2026-06-21 12:55:14,OP-970
MOV-001343,PROD-0742,WH-JAKARTA-01,OUTBOUND,49,2026-06-15 12:07:25,OP-284
MOV-001344,PROD-2180,WH-JAKARTA-01,INBOUND,175,2026-06-22 22:46:53,OP-322
MOV-001345,PROD-0096,WH-BANDUNG-04,INBOUND,7,2026-06-10 02:41:49,OP-693
MOV-001346,PROD-1527,WH-MEDAN-03,INBOUND,166,2026-06-18 19:42:22,OP-230
MOV-001347,PROD-0522,WH-JAKARTA-01,RETUR_STOCK,84,2026-06-25 23:57:50,OP-599
MOV-001348,PROD-2422,WH-JAKARTA-01,OUTBOUND,197,2026-06-03 12:21:25,OP-639
MOV-001349,PROD-1040,WH-JAKARTA-01,OUTBOUND,68,2026-06-07 04:18:50,OP-666
MOV-001350,PROD-1703,WH-MEDAN-03,INBOUND,139,2026-06-29 11:22:20,OP-400
MOV-001351,PROD-0018,WH-SURABAYA-02,OUTBOUND,39,2026-06-03 06:30:15,OP-889
MOV-001352,PROD-1720,WH-BANDUNG-04,INBOUND,26,2026-06-03 15:44:17,OP-382
MOV-001353,PROD-0978,WH-MEDAN-03,OUTBOUND,180,2026-06-28 21:22:59,OP-597
MOV-001354,PROD-0879,WH-BANDUNG-04,OUTBOUND,164,2026-06-22 23:51:41,OP-750
MOV-001355,PROD-0594,WH-BANDUNG-04,OUTBOUND,30,2026-06-09 21:46:27,OP-728
MOV-001356,PROD-0643,WH-JAKARTA-01,INBOUND,124,2026-06-11 09:52:52,OP-134
MOV-001357,PROD-2177,WH-MEDAN-03,INBOUND,10,2026-06-28 21:06:44,OP-697
MOV-001358,PROD-0801,WH-MEDAN-03,INBOUND,178,2026-06-02 05:56:55,OP-670
MOV-001359,PROD-0455,WH-BANDUNG-04,INBOUND,187,2026-06-26 19:06:43,OP-490
MOV-001360,PROD-1610,WH-BANDUNG-04,OUTBOUND,207,2026-06-10 05:56:59,OP-918
MOV-001361,PROD-0876,WH-BANDUNG-04,INBOUND,227,2026-06-27 14:53:43,OP-298
MOV-001362,PROD-1096,WH-JAKARTA-01,OUTBOUND,122,2026-06-05 02:28:09,OP-526
MOV-001363,PROD-1014,WH-BANDUNG-04,OUTBOUND,187,2026-06-01 12:06:31,OP-184
MOV-001364,PROD-1111,WH-BANDUNG-04,INBOUND,89,2026-06-10 11:18:53,OP-434
MOV-001365,PROD-2449,WH-JAKARTA-01,INBOUND,189,2026-06-08 03:34:59,OP-243
MOV-001366,PROD-0462,WH-MEDAN-03,RETUR_STOCK,247,2026-06-20 19:40:35,OP-585
MOV-001367,PROD-2137,WH-BANDUNG-04,INBOUND,218,2026-06-16 20:38:06,OP-500
MOV-001368,PROD-2054,WH-BANDUNG-04,OUTBOUND,125,2026-06-06 11:01:22,OP-726
MOV-001369,PROD-0945,WH-BANDUNG-04,INBOUND,67,2026-06-16 08:19:26,OP-430
MOV-001370,PROD-0084,WH-BANDUNG-04,OUTBOUND,133,2026-06-06 00:00:01,OP-949
MOV-001371,PROD-1440,WH-SURABAYA-02,INBOUND,153,2026-06-26 11:16:17,OP-664
MOV-001372,PROD-1136,WH-JAKARTA-01,OUTBOUND,241,2026-06-10 12:02:15,OP-929
MOV-001373,PROD-2220,WH-MEDAN-03,OUTBOUND,24,2026-06-05 14:24:53,OP-931
MOV-001374,PROD-0699,WH-SURABAYA-02,INBOUND,205,2026-06-23 00:11:25,OP-976
MOV-001375,PROD-1821,WH-MEDAN-03,INBOUND,223,2026-06-20 17:24:45,OP-978
MOV-001376,PROD-2321,WH-BANDUNG-04,ADJUSTMENT_DEFECT,33,2026-06-23 07:30:06,OP-388
MOV-001377,PROD-0530,WH-MEDAN-03,INBOUND,47,2026-06-29 03:38:16,OP-410
MOV-001378,PROD-0319,WH-MEDAN-03,OUTBOUND,229,2026-06-08 04:44:13,OP-410
MOV-001379,PROD-1099,WH-JAKARTA-01,OUTBOUND,177,2026-06-26 13:07:55,OP-259
MOV-001380,PROD-2477,WH-JAKARTA-01,INBOUND,248,2026-06-24 10:32:55,OP-115
MOV-001381,PROD-0249,WH-MEDAN-03,INBOUND,69,2026-06-05 09:09:38,OP-248
MOV-001382,PROD-0387,WH-SURABAYA-02,INBOUND,135,2026-06-25 14:35:09,OP-263
MOV-001383,PROD-1958,WH-SURABAYA-02,OUTBOUND,100,2026-06-26 11:53:06,OP-918
MOV-001384,PROD-1891,WH-SURABAYA-02,OUTBOUND,24,2026-06-24 01:17:04,OP-365
MOV-001385,PROD-0363,WH-JAKARTA-01,OUTBOUND,85,2026-06-25 12:25:02,OP-810
MOV-001386,PROD-2116,WH-SURABAYA-02,OUTBOUND,41,2026-06-11 02:51:49,OP-668
MOV-001387,PROD-2486,WH-SURABAYA-02,OUTBOUND,42,2026-06-20 11:36:44,OP-252
MOV-001388,PROD-1556,WH-BANDUNG-04,INBOUND,245,2026-06-09 18:04:09,OP-357
MOV-001389,PROD-1807,WH-BANDUNG-04,OUTBOUND,206,2026-06-20 17:33:56,OP-649
MOV-001390,PROD-0296,WH-MEDAN-03,INBOUND,239,2026-06-16 09:34:05,OP-657
MOV-001391,PROD-1992,WH-JAKARTA-01,INBOUND,49,2026-06-19 12:53:06,OP-956
MOV-001392,PROD-2081,WH-MEDAN-03,OUTBOUND,225,2026-06-05 19:54:54,OP-502
MOV-001393,PROD-1398,WH-MEDAN-03,OUTBOUND,174,2026-06-27 17:44:31,OP-295
MOV-001394,PROD-0032,WH-BANDUNG-04,INBOUND,50,2026-06-07 06:40:49,OP-841
MOV-001395,PROD-0555,WH-SURABAYA-02,OUTBOUND,64,2026-06-27 14:35:25,OP-172
MOV-001396,PROD-0305,WH-BANDUNG-04,INBOUND,100,2026-06-17 05:11:05,OP-350
MOV-001397,PROD-0793,WH-SURABAYA-02,OUTBOUND,17,2026-06-07 04:36:15,OP-989
MOV-001398,PROD-1132,WH-SURABAYA-02,INBOUND,35,2026-06-19 07:19:18,OP-572
MOV-001399,PROD-0096,WH-JAKARTA-01,INBOUND,128,2026-06-13 02:23:21,OP-340
MOV-001400,PROD-1090,WH-MEDAN-03,OUTBOUND,72,2026-06-14 14:37:16,OP-573
MOV-001401,PROD-0230,WH-JAKARTA-01,OUTBOUND,120,2026-06-29 10:59:15,OP-178
MOV-001402,PROD-0358,WH-MEDAN-03,OUTBOUND,66,2026-06-09 01:21:28,OP-407
MOV-001403,PROD-0402,WH-JAKARTA-01,OUTBOUND,181,2026-06-10 16:21:59,OP-475
MOV-001404,PROD-0790,WH-SURABAYA-02,ADJUSTMENT_DEFECT,150,2026-06-21 16:37:30,OP-142
MOV-001405,PROD-0099,WH-JAKARTA-01,OUTBOUND,79,2026-06-03 09:37:39,OP-331
MOV-001406,PROD-0271,WH-BANDUNG-04,OUTBOUND,110,2026-06-01 15:42:41,OP-175
MOV-001407,PROD-1799,WH-BANDUNG-04,OUTBOUND,57,2026-06-22 07:12:52,OP-957
MOV-001408,PROD-0362,WH-JAKARTA-01,OUTBOUND,150,2026-06-13 09:57:09,OP-955
MOV-001409,PROD-1188,WH-MEDAN-03,INBOUND,55,2026-06-30 06:54:00,OP-992
MOV-001410,PROD-0540,WH-BANDUNG-04,OUTBOUND,173,2026-06-27 19:25:23,OP-212
MOV-001411,PROD-1866,WH-MEDAN-03,OUTBOUND,105,2026-06-09 11:16:45,OP-645
MOV-001412,PROD-0833,WH-BANDUNG-04,INBOUND,229,2026-06-07 00:54:54,OP-132
MOV-001413,PROD-2445,WH-SURABAYA-02,OUTBOUND,105,2026-06-13 00:04:34,OP-812
MOV-001414,PROD-1060,WH-SURABAYA-02,INBOUND,199,2026-06-02 05:12:08,OP-256
MOV-001415,PROD-0314,WH-JAKARTA-01,INBOUND,197,2026-06-02 06:26:13,OP-489
MOV-001416,PROD-1300,WH-MEDAN-03,ADJUSTMENT_DEFECT,87,2026-06-15 20:22:18,OP-795
MOV-001417,PROD-0233,WH-BANDUNG-04,INBOUND,127,2026-06-21 21:34:34,OP-489
MOV-001418,PROD-1640,WH-MEDAN-03,OUTBOUND,138,2026-06-29 22:53:34,OP-746
MOV-001419,PROD-1030,WH-SURABAYA-02,INBOUND,206,2026-06-14 21:00:47,OP-701
MOV-001420,PROD-0244,WH-MEDAN-03,OUTBOUND,169,2026-06-22 22:42:13,OP-931
MOV-001421,PROD-2289,WH-BANDUNG-04,INBOUND,16,2026-06-08 06:49:59,OP-224
MOV-001422,PROD-2123,WH-MEDAN-03,INBOUND,240,2026-06-19 04:57:13,OP-369
MOV-001423,PROD-2331,WH-MEDAN-03,OUTBOUND,85,2026-06-23 07:49:11,OP-906
MOV-001424,PROD-1559,WH-SURABAYA-02,INBOUND,223,2026-06-11 04:07:20,OP-224
MOV-001425,PROD-0087,WH-JAKARTA-01,INBOUND,6,2026-06-05 16:49:25,OP-718
MOV-001426,PROD-0881,WH-SURABAYA-02,INBOUND,57,2026-06-19 18:02:57,OP-880
MOV-001427,PROD-1173,WH-MEDAN-03,INBOUND,157,2026-06-23 03:35:43,OP-354
MOV-001428,PROD-0160,WH-MEDAN-03,INBOUND,242,2026-06-07 18:20:19,OP-785
MOV-001429,PROD-2494,WH-MEDAN-03,INBOUND,240,2026-06-17 15:08:35,OP-687
MOV-001430,PROD-2130,WH-JAKARTA-01,OUTBOUND,160,2026-06-09 12:16:12,OP-518
MOV-001431,PROD-2230,WH-JAKARTA-01,OUTBOUND,177,2026-06-26 12:17:59,OP-106
MOV-001432,PROD-1550,WH-SURABAYA-02,OUTBOUND,41,2026-06-02 20:59:31,OP-492
MOV-001433,PROD-0478,WH-SURABAYA-02,OUTBOUND,233,2026-06-03 06:36:02,OP-187
MOV-001434,PROD-2231,WH-BANDUNG-04,INBOUND,149,2026-06-20 23:46:57,OP-125
MOV-001435,PROD-1580,WH-SURABAYA-02,OUTBOUND,73,2026-06-13 22:19:06,OP-370
MOV-001436,PROD-2222,WH-MEDAN-03,INBOUND,60,2026-06-29 23:28:16,OP-565
MOV-001437,PROD-2062,WH-JAKARTA-01,RETUR_STOCK,125,2026-06-22 17:57:35,OP-901
MOV-001438,PROD-1961,WH-BANDUNG-04,INBOUND,62,2026-06-14 12:22:24,OP-906
MOV-001439,PROD-2121,WH-BANDUNG-04,RETUR_STOCK,215,2026-06-30 01:16:04,OP-194
MOV-001440,PROD-1746,WH-MEDAN-03,OUTBOUND,8,2026-06-13 23:27:22,OP-994
MOV-001441,PROD-0602,WH-BANDUNG-04,INBOUND,107,2026-06-26 10:55:25,OP-613
MOV-001442,PROD-2391,WH-BANDUNG-04,RETUR_STOCK,187,2026-06-10 02:40:23,OP-681
MOV-001443,PROD-1420,WH-MEDAN-03,INBOUND,53,2026-06-09 20:20:07,OP-953
MOV-001444,PROD-1919,WH-JAKARTA-01,OUTBOUND,239,2026-06-15 01:50:57,OP-862
MOV-001445,PROD-0333,WH-SURABAYA-02,OUTBOUND,42,2026-06-23 00:51:40,OP-227
MOV-001446,PROD-0355,WH-JAKARTA-01,INBOUND,49,2026-06-29 22:45:32,OP-950
MOV-001447,PROD-0847,WH-SURABAYA-02,INBOUND,112,2026-06-19 19:58:10,OP-204
MOV-001448,PROD-0163,WH-MEDAN-03,OUTBOUND,162,2026-06-13 03:51:10,OP-934
MOV-001449,PROD-0116,WH-JAKARTA-01,OUTBOUND,228,2026-06-16 16:45:03,OP-694
MOV-001450,PROD-1103,WH-SURABAYA-02,OUTBOUND,41,2026-06-13 16:53:17,OP-923
MOV-001451,PROD-1471,WH-JAKARTA-01,OUTBOUND,188,2026-06-03 08:20:58,OP-918
MOV-001452,PROD-1907,WH-SURABAYA-02,INBOUND,159,2026-06-25 06:17:02,OP-730
MOV-001453,PROD-1047,WH-MEDAN-03,OUTBOUND,36,2026-06-16 07:28:25,OP-228
MOV-001454,PROD-0543,WH-MEDAN-03,RETUR_STOCK,238,2026-06-15 02:43:39,OP-851
MOV-001455,PROD-0414,WH-SURABAYA-02,INBOUND,143,2026-06-04 23:30:22,OP-422
MOV-001456,PROD-0682,WH-MEDAN-03,INBOUND,237,2026-06-22 17:43:18,OP-967
MOV-001457,PROD-0642,WH-BANDUNG-04,INBOUND,62,2026-06-18 12:09:57,OP-487
MOV-001458,PROD-1433,WH-MEDAN-03,OUTBOUND,81,2026-06-08 16:45:24,OP-773
MOV-001459,PROD-0669,WH-JAKARTA-01,INBOUND,167,2026-06-27 02:28:57,OP-792
MOV-001460,PROD-2070,WH-MEDAN-03,OUTBOUND,21,2026-06-28 12:03:04,OP-713
MOV-001461,PROD-0969,WH-SURABAYA-02,RETUR_STOCK,162,2026-06-10 06:33:00,OP-246
MOV-001462,PROD-1705,WH-MEDAN-03,INBOUND,150,2026-06-05 21:36:59,OP-411
MOV-001463,PROD-1181,WH-SURABAYA-02,OUTBOUND,233,2026-06-09 22:56:10,OP-843
MOV-001464,PROD-2378,WH-JAKARTA-01,INBOUND,244,2026-06-22 02:11:47,OP-597
MOV-001465,PROD-1046,WH-BANDUNG-04,INBOUND,34,2026-06-06 01:03:15,OP-519
MOV-001466,PROD-1496,WH-MEDAN-03,OUTBOUND,94,2026-06-08 19:54:32,OP-673
MOV-001467,PROD-1288,WH-MEDAN-03,OUTBOUND,123,2026-06-26 01:10:57,OP-665
MOV-001468,PROD-1799,WH-JAKARTA-01,OUTBOUND,20,2026-06-17 10:42:12,OP-785
MOV-001469,PROD-0724,WH-MEDAN-03,RETUR_STOCK,79,2026-06-18 12:00:11,OP-895
MOV-001470,PROD-1160,WH-JAKARTA-01,INBOUND,186,2026-06-03 17:35:06,OP-316
MOV-001471,PROD-0252,WH-SURABAYA-02,OUTBOUND,8,2026-06-05 11:53:22,OP-396
MOV-001472,PROD-0205,WH-BANDUNG-04,OUTBOUND,131,2026-06-19 08:00:20,OP-164
MOV-001473,PROD-1880,WH-MEDAN-03,INBOUND,109,2026-06-07 03:02:30,OP-146
MOV-001474,PROD-0791,WH-MEDAN-03,OUTBOUND,147,2026-06-09 04:59:37,OP-325
MOV-001475,PROD-1085,WH-JAKARTA-01,OUTBOUND,208,2026-06-16 14:08:28,OP-368
MOV-001476,PROD-0465,WH-BANDUNG-04,OUTBOUND,159,2026-06-13 23:13:09,OP-180
MOV-001477,PROD-1842,WH-BANDUNG-04,INBOUND,244,2026-06-19 14:21:21,OP-387
MOV-001478,PROD-1326,WH-MEDAN-03,OUTBOUND,8,2026-06-28 04:29:36,OP-195
MOV-001479,PROD-1496,WH-SURABAYA-02,RETUR_STOCK,167,2026-06-21 01:43:00,OP-302
MOV-001480,PROD-0394,WH-SURABAYA-02,INBOUND,89,2026-06-10 03:12:09,OP-873
MOV-001481,PROD-1631,WH-SURABAYA-02,INBOUND,67,2026-06-13 02:37:03,OP-171
MOV-001482,PROD-2029,WH-JAKARTA-01,OUTBOUND,104,2026-06-03 16:28:49,OP-628
MOV-001483,PROD-0912,WH-SURABAYA-02,INBOUND,70,2026-06-29 23:54:31,OP-206
MOV-001484,PROD-1283,WH-MEDAN-03,OUTBOUND,247,2026-06-20 11:43:14,OP-213
MOV-001485,PROD-1211,WH-JAKARTA-01,INBOUND,43,2026-06-13 13:27:08,OP-978
MOV-001486,PROD-1236,WH-JAKARTA-01,OUTBOUND,160,2026-06-20 19:19:50,OP-975
MOV-001487,PROD-1059,WH-JAKARTA-01,OUTBOUND,166,2026-06-12 18:11:42,OP-675
MOV-001488,PROD-1171,WH-SURABAYA-02,INBOUND,165,2026-06-09 09:26:27,OP-748
MOV-001489,PROD-1273,WH-JAKARTA-01,INBOUND,182,2026-06-09 11:52:16,OP-206
MOV-001490,PROD-0057,WH-MEDAN-03,OUTBOUND,192,2026-06-08 10:54:19,OP-419
MOV-001491,PROD-1893,WH-BANDUNG-04,INBOUND,76,2026-06-17 11:39:25,OP-109
MOV-001492,PROD-1749,WH-SURABAYA-02,OUTBOUND,76,2026-06-01 16:23:39,OP-450
MOV-001493,PROD-0361,WH-MEDAN-03,INBOUND,46,2026-06-24 14:37:00,OP-187
MOV-001494,PROD-2282,WH-SURABAYA-02,INBOUND,246,2026-06-20 23:00:03,OP-814
MOV-001495,PROD-1949,WH-SURABAYA-02,INBOUND,90,2026-06-11 12:00:39,OP-820
MOV-001496,PROD-0223,WH-MEDAN-03,INBOUND,95,2026-06-11 07:29:20,OP-337
